index,match_id,player_slot,steam_id,personaname,assists,deaths,denies,gold_per_min,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,kills,xp_per_min,isRadiant,win,kills_per_min,last_hits_per_min,hero_damage_per_min,hero_healing_per_min,tower_damage_per_min
38,7723905806,131,288327980,Flint-,13,6,2,520,78,Boots of Speed,Eul's Scepter of Divinity,Bracer,Radiance,Aghanim's Scepter,Ghost Scepter,1,693,False,1,0.0290416263310745,6.795740561471443,490.7744433688287,0.0,96.56340755082286
39,7723905806,132,1479790131,sonlin,22,10,1,490,106,Eul's Scepter of Divinity,Phase Boots,Gleipnir,Veil of Discord,Magic Wand,Orb of Corrosion,13,637,False,1,0.377541142303969,4.15295256534366,747.4152952565345,0.0,39.03194578896419
40,7723895005,0,418942836,destruction,1,4,2,524,82,Dragon Lance,Power Treads,Diffusal Blade,Aghanim's Scepter,Circlet,Blink Dagger,4,626,True,0,0.1330376940133037,9.079822616407982,276.4523281596452,0.0,0.0
41,7723895005,1,70388657,Бджоляр,1,7,16,431,50,Point Booster,Bottle,Aghanim's Scepter,Magic Wand,Blink Dagger,Boots of Speed,0,525,True,0,0.0,7.017738359201774,244.2572062084257,93.49223946784925,7.849223946784923
42,7723895005,2,390015464,john travolta`,2,5,7,401,49,Blink Dagger,Power Treads,Manta Style,Magic Wand,Wind Lace,Bracer,2,380,True,0,0.0665188470066518,6.1529933481153,318.6252771618625,0.0,24.27937915742794
43,7723895005,3,314584168,CTOMAHEH1,5,5,2,234,86,Boots of Speed,Unknown Item,Force Staff,Magic Wand,Smoke of Deceit,Circlet,0,294,True,0,0.0,2.361419068736142,218.1485587583149,0.0,21.61862527716186
44,7723895005,4,124286163,miss atomic bomb,3,3,0,277,66,Drum of Endurance,Mekansm,Headdress,Cloak,Magic Wand,Boots of Speed,0,272,True,0,0.0,3.2261640798226163,81.81818181818181,223.37028824833703,25.47671840354767
45,7723895005,128,904131336,恨，接受,9,2,12,701,15,Power Treads,Assault Cuirass,Aegis of the Immortal,Black King Bar,Sange and Yasha,Maelstrom,6,762,False,1,0.1995565410199556,11.840354767184037,796.9955654101996,0.0,294.81152993348115
46,7723895005,129,312436974,CHIRA_JUNIOR,10,1,4,622,13,Octarine Core,Boots of Speed,Blink Dagger,Kaya and Sange,Witch Blade,Null Talisman,7,654,False,1,0.2328159645232816,8.048780487804878,756.5521064301552,0.0,127.25055432372504
47,7723895005,130,175311897,CHIRA_SENIOR,16,2,1,332,72,Spirit Vessel,Iron Branch,Healing Lotus,Force Staff,Boots of Speed,Magic Wand,4,493,False,1,0.1330376940133037,1.263858093126386,549.7450110864745,16.7960088691796,18.69179600886918
48,7723895005,131,123787715,♥SKUF♥,13,1,0,415,58,Boots of Speed,Aghanim's Scepter,Gem of True Sight,Vladmir's Offering,Solar Crest,Magic Wand,4,495,False,1,0.1330376940133037,3.625277161862528,215.88691796008868,72.1729490022173,129.81152993348115
49,7723895005,132,168126336,d,11,0,18,691,69,Phase Boots,Shiva's Guard,Blink Dagger,Black King Bar,Octarine Core,Null Talisman,3,716,False,1,0.0997782705099778,9.379157427937916,486.7516629711752,0.0,57.006651884700666
50,7723879292,0,931145002,f0rsakeN,18,5,7,375,58,Magic Wand,Sentry Ward,Drum of Endurance,Power Treads,Dragon Lance,Null Talisman,5,439,True,1,0.2126151665485471,2.0411055988660527,495.90361445783134,30.31892274982282,147.59744861800144
51,7723879292,1,126323933,heh,12,2,9,617,92,Bloodthorn,Null Talisman,Blight Stone,Boots of Speed,Iron Branch,Assault Cuirass,10,715,True,1,0.4252303330970943,6.038270729978739,804.1956059532247,0.0,244.25230333097096
52,7723879292,2,143356903,PMA,12,5,3,532,32,Power Treads,Diffusal Blade,Magic Wand,Yasha,Wraith Band,Aghanim's Scepter,14,690,True,1,0.595322466335932,3.3167965981573357,837.7037562012757,0.0,57.19347980155918
53,7723879292,3,240899847,123456,17,3,0,412,19,Arcane Boots,Force Staff,Blink Dagger,Unknown Item,Unknown Item,Eul's Scepter of Divinity,5,617,True,1,0.2126151665485471,1.8710134656272148,506.1091424521616,0.0,25.641389085754785
54,7723879292,4,136623131,Backspace,8,2,8,820,48,Mask of Madness,Power Treads,Manta Style,Dragon Lance,Phylactery,Butterfly,6,943,True,1,0.2551381998582566,12.799433026222538,555.3508150248051,0.0,524.2664776754075
55,7723879292,128,412232719,shibb,7,11,0,243,9,Arcane Boots,Magic Stick,Unknown Item,Force Staff,Unknown Item,Iron Branch,1,328,False,0,0.0425230333097094,1.785967399007796,298.0439404677534,0.0,0.0
56,7723879292,129,425280496,doja,9,8,4,419,137,Clarity,Blade Mail,Magic Wand,Mithril Hammer,Phase Boots,Quelling Blade,5,605,False,0,0.2126151665485471,4.4649184975194895,605.3579021970235,1.4032600992204112,0.0
57,7723879292,130,998950885,ryu,5,6,3,430,95,Phase Boots,Magic Wand,Wraith Band,Maelstrom,Yasha,Mithril Hammer,2,538,False,0,0.0850460666194188,6.378454996456414,488.29199149539335,0.0,46.30758327427357
58,7723879292,131,906372983,abc,8,8,0,299,65,Tranquil Boots,Drum of Endurance,Dust of Appearance,Magic Wand,Blink Dagger,Observer and Sentry Wards,3,309,False,0,0.1275690999291283,1.9985825655563432,437.9447200566974,0.0,1.1055988660524452
59,7723879292,132,316217576,.,5,7,4,453,129,Eul's Scepter of Divinity,Magic Wand,Blink Dagger,Soul Ring,Unknown Item,Phase Boots,6,495,False,0,0.2551381998582566,4.720056697377746,399.3763288447909,0.0,0.0
60,7723874904,0,162724090,Sandy,5,6,3,351,37,Magic Wand,Hand of Midas,Aghanim's Scepter,Boots of Speed,Unknown Item,Unknown Item,2,411,True,0,0.0831024930747922,2.5346260387811634,539.5429362880886,0.0,0.0
61,7723874904,1,202984325,EmbraceTheLight,4,8,2,393,59,Magic Wand,Armlet of Mordiggian,Heaven's Halberd,Gauntlets of Strength,Ogre Axe,Boots of Speed,3,378,True,0,0.1246537396121883,4.487534626038781,465.7894736842105,0.0,34.903047091412745
62,7723874904,2,992327405,Dust_2,8,9,1,272,27,Arcane Boots,Unknown Item,Aether Lens,Unknown Item,Unknown Item,Unknown Item,4,394,True,0,0.1662049861495844,0.997229916897507,392.409972299169,5.193905817174516,0.0
63,7723874904,3,1170923497,AKID,0,6,1,376,80,Unknown Item,Unknown Item,Unknown Item,Unknown Item,Unknown Item,Unknown Item,2,446,True,0,0.0831024930747922,5.193905817174516,306.2326869806094,0.0,12.75623268698061
64,7723874904,4,1232094007,Nightfull,0,7,3,399,17,Power Treads,Hand of Midas,Null Talisman,Bottle,Ogre Axe,Kaya,3,484,True,0,0.1246537396121883,6.024930747922438,297.590027700831,0.0,0.7063711911357341
65,7723874904,128,76082922,Melnik,13,4,6,567,21,Bracer,Power Treads,Black King Bar,Unknown Item,Magic Wand,Gleipnir,6,702,False,1,0.2493074792243767,5.484764542936288,920.0692520775624,0.0,124.3213296398892
66,7723874904,129,1194935883,Diamond,14,5,1,392,119,Eul's Scepter of Divinity,Magic Wand,Unknown Item,Circlet,Arcane Boots,Unknown Item,10,529,False,1,0.4155124653739612,1.0803324099722993,620.2354570637119,0.0,31.038781163434905
67,7723874904,130,1173255449,Pelfox,2,0,14,735,18,Silver Edge,Echo Sabre,Daedalus,Power Treads,Mask of Madness,Bracer,5,803,False,1,0.2077562326869806,14.376731301939058,525.207756232687,0.0,244.2797783933518
68,7723874904,131,1133046148,billyH,11,0,8,749,106,Phase Boots,Blight Stone,Maelstrom,Magic Wand,Kaya and Sange,Aghanim's Scepter,13,973,False,1,0.5401662049861496,7.770083102493075,1393.421052631579,0.0,151.53739612188366
69,7723874904,132,230308002,Doobie,11,5,2,270,5,Drum of Endurance,Magic Wand,Infused Raindrops,Dust of Appearance,Tranquil Boots,Circlet,2,391,False,1,0.0831024930747922,0.3324099722991689,296.4681440443213,0.0,10.637119113573409
70,7723863928,0,301554305,It's funny to watch you fail,9,5,10,580,22,Magic Wand,Hurricane Pike,Manta Style,Phylactery,Arcane Boots,Bottle,11,768,True,0,0.3433922996878252,6.961498439125911,1212.2060353798129,0.0,10.36420395421436
71,7723863928,1,1151503178,4lenomandradoto,11,10,2,281,123,Unknown Item,Arcane Boots,Circlet,Maelstrom,Aether Lens,Unknown Item,3,394,True,0,0.0936524453694068,2.122788761706556,361.3111342351717,3.9021852237252874,0.0
72,7723863928,2,1073591245,Sandq,11,8,1,374,97,Blink Dagger,Magic Stick,Aghanim's Scepter,Arcane Boots,Wraith Band,Aether Lens,5,455,True,0,0.1560874089490114,3.2466181061394384,375.42143600416233,3.9021852237252874,0.7492195629552549
73,7723863928,3,1707731674,,10,12,2,312,40,Kaya,Urn of Shadows,Magic Wand,Boots of Speed,Aghanim's Scepter,Observer and Sentry Wards,2,380,True,0,0.0624349635796045,3.558792924037461,859.6357960457857,7.117585848074922,1.5608740894901143
74,7723863928,4,1149355168,Saprice,5,7,7,473,72,Aghanim's Scepter,Falcon Blade,Power Treads,Crystalys,Mithril Hammer,Morbid Mask,2,725,True,0,0.0624349635796045,8.616024973985432,460.1456815816858,0.0,0.0
75,7723863928,128,1029972951,if you not rank100dont talkto me,14,4,20,699,21,Gleipnir,Power Treads,Black King Bar,Daedalus,Magic Wand,Null Talisman,11,933,False,1,0.3433922996878252,7.991675338189387,818.6472424557753,0.0,229.1675338189386
76,7723863928,129,1675297152,casino,12,1,9,649,98,Arcane Boots,Soul Ring,Blink Dagger,Lotus Orb,Eternal Shroud,Kaya and Sange,10,882,False,1,0.3121748178980229,8.02289281997919,652.0395421436004,0.0,140.79084287200834
77,7723863928,130,1146548664,Enma,8,6,17,650,7,Blink Dagger,Octarine Core,Power Treads,Bottle,Aghanim's Scepter,Kaya and Sange,12,1026,False,1,0.3746097814776274,6.649323621227888,882.1436004162332,0.0,78.51196670135276
78,7723863928,131,355782716,satori,11,9,4,392,128,Bracer,Guardian Greaves,Magic Wand,Point Booster,Bracer,Infused Raindrops,4,508,False,1,0.1248699271592091,3.215400624349636,323.38189386056195,84.78668054110302,17.513007284079084
79,7723863928,132,1486792934,mitokiromi,15,3,3,359,79,Magic Wand,Unknown Item,Glimmer Cape,Blink Dagger,Arcane Boots,Ogre Axe,5,556,False,1,0.1560874089490114,1.4360041623309054,332.9344432882414,0.0,5.119667013527576
80,7723858794,0,1533145710,Snémaât,26,9,7,641,48,Khanda,Mask of Madness,Hurricane Pike,Power Treads,Manta Style,Wraith Band,8,819,True,0,0.2322206095791001,7.140783744557329,1338.9840348330913,0.0,305.6894049346879
81,7723858794,1,288327980,Flint-,12,8,5,538,92,Boots of Speed,Orchid Malevolence,Null Talisman,Shiva's Guard,Aghanim's Scepter,Magic Wand,17,605,True,0,0.4934687953555877,3.6284470246734393,994.7169811320754,0.0,117.4455732946299
82,7723858794,2,1479790131,sonlin,17,12,2,405,136,Desolator,Phase Boots,Khanda,Unknown Item,Unknown Item,Unknown Item,10,564,True,0,0.2902757619738751,1.799709724238026,565.3410740203193,57.32946298984034,45.86357039187227
83,7723858794,3,1479402527,shogeyuu,22,4,5,423,87,Blink Dagger,Glimmer Cape,Magic Wand,Sentry Ward,Arcane Boots,Aghanim's Scepter,10,688,True,0,0.2902757619738751,2.177068214804064,957.7358490566036,0.0,8.824383164005805
84,7723858794,4,1300455837,BeNnS,29,7,7,628,77,Wraith Band,Assault Cuirass,Black King Bar,Power Treads,Skull Basher,Vladmir's Offering,7,660,True,0,0.2031930333817126,6.763425253991291,617.532656023222,61.712626995645856,156.4876632801161
85,7723858794,128,1651252190,LoVash,6,8,14,674,80,Phase Boots,Iron Branch,Wraith Band,Iron Branch,Wraith Band,Iron Branch,15,954,False,1,0.4354136429608127,6.734397677793904,744.4702467343976,0.0,470.8272859216255
86,7723858794,129,1651253581,Jeri,14,9,17,533,129,Morbid Mask,Desolator,Phase Boots,Harpoon,Magic Wand,Soul Ring,4,574,False,1,0.11611030478955,5.892597968069666,383.1930333817126,0.0,50.79825834542815
87,7723858794,130,1651476638,Xyloria,19,14,3,393,64,Ethereal Blade,Wind Lace,Observer and Sentry Wards,Glimmer Cape,Arcane Boots,Unknown Item,3,536,False,1,0.0870827285921625,0.8127721335268504,568.6211901306241,0.0,2.031930333817126
88,7723858794,131,1651174780,tomash,21,12,6,522,53,Magic Wand,Orchid Malevolence,Spirit Vessel,Unknown Item,Boots of Speed,Aghanim's Scepter,6,722,False,1,0.1741654571843251,3.0188679245283017,548.8824383164006,14.862119013062408,61.82873730043541
89,7723858794,132,1651175928,bOzO,15,12,4,678,6,Hurricane Pike,Manta Style,Magic Wand,Crystalys,Aghanim's Scepter,Power Treads,12,915,False,1,0.3483309143686502,6.444121915820029,1067.0827285921623,0.0,267.6923076923077
90,7723847486,0,1650040185,Brachyo,12,5,8,666,21,Gleipnir,Hurricane Pike,Black King Bar,Power Treads,Bottle,Bracer,18,935,True,1,0.5219913001449976,6.176897051715804,1061.2663122281294,0.0,196.5587240212663
91,7723847486,1,1650007513,GODCOMPLEX,18,5,0,508,29,Soul Ring,Blink Dagger,Phase Boots,Hand of Midas,Refresher Orb,Magic Wand,1,770,True,1,0.028999516674722,4.900918318028033,426.466892218463,0.0,22.271628806186563
92,7723847486,2,1649685725,Geremaya,19,8,3,392,20,Aghanim's Scepter,Vladmir's Offering,Solar Crest,Tranquil Boots,Magic Stick,Unknown Item,5,820,True,1,0.1449975833736104,1.5949734171097147,499.1686805219913,6.52489125181247,43.586273562107294
93,7723847486,3,1649574363,saykeN,12,6,0,447,58,Power Treads,Glimmer Cape,Hurricane Pike,Witch Blade,Wraith Band,Falcon Blade,8,737,True,1,0.2319961333977767,3.47994200096665,717.1580473658772,4.407926534557757,24.01159980666989
94,7723847486,4,1649400284,prime,8,5,0,666,41,Black King Bar,Power Treads,Silver Edge,Maelstrom,Morbid Mask,Monkey King Bar,9,822,True,1,0.2609956500724988,9.250845819236346,818.8883518608023,0.0,170.401159980667
95,7723847486,128,1290724173,trapshitxd,13,7,1,607,96,Crimson Guard,Blink Dagger,Phase Boots,Blade Mail,Bracer,Heart of Tarrasque,6,883,False,0,0.1739971000483325,7.394876752054132,1235.9304011599806,0.0,15.108748187530209
96,7723847486,129,1622228403,SpottieOttie,3,12,0,222,7,Ogre Axe,Arcane Boots,Magic Wand,Unknown Item,Unknown Item,Blink Dagger,3,283,False,0,0.0869985500241662,0.985983566940551,226.86321894635088,0.0,0.0
97,7723847486,130,1415353399,Kayurin`ho,8,9,2,355,30,Unknown Item,Smoke of Deceit,Unknown Item,Magic Stick,Aghanim's Scepter,Arcane Boots,6,556,False,0,0.1739971000483325,2.2039632672788785,551.6288061865636,5.741904301594973,0.0
98,7723847486,131,1425359001,realtockwtf,6,7,8,463,126,Power Treads,Harpoon,Bottle,Mage Slayer,Magic Wand,Aghanim's Scepter,3,624,False,0,0.0869985500241662,6.234896085065249,416.6650555824069,0.0,30.884485258579023
99,7723847486,132,1271501667,BoomBoom,6,7,7,575,67,Power Treads,Hand of Midas,Blade Mail,Manta Style,Diffusal Blade,Skull Basher,9,767,False,0,0.2609956500724988,4.958917351377477,1016.346060898985,0.0,19.31367810536491
100,7723824243,0,1133046148,billyH,15,10,7,654,39,Power Treads,Gem of True Sight,Orchid Malevolence,Octarine Core,Hand of Midas,Black King Bar,8,939,True,1,0.2277039848197343,7.5426944971537,815.0379506641366,0.0,22.229601518026566
101,7723824243,1,1194935883,Diamond,29,2,1,742,62,Unknown Item,Tranquil Boots,Ethereal Blade,Wind Lace,Aghanim's Scepter,Khanda,13,981,True,1,0.3700189753320683,0.3700189753320683,1297.0018975332068,0.0,5.407969639468691
102,7723824243,2,1173255449,Pelfox,17,2,18,804,114,Nullifier,Gleipnir,Butterfly,Black King Bar,Aghanim's Scepter,Power Treads,18,1027,True,1,0.5123339658444023,7.685009487666035,1217.988614800759,0.0,145.75901328273244
103,7723824243,3,230308002,Doobie,29,9,0,332,85,Spirit Vessel,Arcane Boots,Soul Ring,Unknown Item,Dust of Appearance,Vladmir's Offering,2,509,True,1,0.0569259962049335,0.683111954459203,221.44212523719165,194.28842504743832,0.0
104,7723824243,4,76082922,Melnik,29,8,8,653,96,Eternal Shroud,Phase Boots,Black King Bar,Bracer,Nullifier,Blink Dagger,9,833,True,1,0.2561669829222011,5.23719165085389,657.5806451612904,0.0,71.07210626185959
105,7723824243,128,1170923497,AKID,3,6,4,661,70,Blink Dagger,Power Treads,Skull Basher,Vladmir's Offering,Battle Fury,Monkey King Bar,11,969,False,0,0.3130929791271347,7.5426944971537,858.3586337760911,6.204933586337761,125.52182163187857
106,7723824243,129,992327405,Dust_2,11,11,3,349,88,Magic Wand,Arcane Boots,Dagon,Unknown Item,Unknown Item,Unknown Item,7,570,False,0,0.1992409867172675,0.5977229601518027,733.2352941176471,3.5578747628083494,0.0
107,7723824243,130,1232094007,Nightfull,6,8,10,568,22,Arcane Boots,Manta Style,Khanda,Bottle,Dragon Lance,Null Talisman,6,592,False,0,0.1707779886148007,8.08349146110057,926.2998102466794,0.0,6.916508538899431
108,7723824243,131,202984325,EmbraceTheLight,4,12,2,392,98,Eternal Shroud,Lotus Orb,Holy Locket,Soul Ring,Ring of Basilius,Boots of Speed,4,451,False,0,0.1138519924098671,4.952561669829222,719.8576850094877,0.0,16.907020872865274
109,7723824243,132,162724090,Sandy,15,13,3,320,87,Blink Dagger,Quelling Blade,Perseverance,Arcane Boots,Bracer,Wind Lace,3,438,False,0,0.0853889943074003,1.4516129032258065,588.2163187855788,0.0,0.0
110,7723817166,0,904131336,恨，接受,13,0,21,791,109,Eye of Skadi,Divine Rapier,Manta Style,Satanic,Black King Bar,Daedalus,8,770,True,1,0.1937046004842615,11.767554479418887,926.0048426150122,0.0,363.680387409201
111,7723817166,1,312436974,CHIRA_JUNIOR,15,1,4,535,47,Hurricane Pike,Power Treads,Blink Dagger,Scythe of Vyse,Wraith Band,Black King Bar,8,695,True,1,0.1937046004842615,5.617433414043584,696.634382566586,0.0,296.0532687651332
112,7723817166,2,175311897,CHIRA_SENIOR,27,6,0,353,19,Blink Dagger,Eul's Scepter of Divinity,Force Staff,Phase Boots,Dust of Appearance,Magic Wand,2,551,True,1,0.0484261501210653,1.476997578692494,396.75544794188863,0.0,13.147699757869251
